,BedNumber,BathNumber,HouseSize,LotSize,ZipCode,Price
6794,4.0,3.5,1882.0,,"Los Angeles, CA 90019",1125000.0
6795,3.0,3.0,1600.0,15714.0,"Studio City, CA 91604",1249000.0
6796,5.0,4.5,3527.0,5788.0,"San Pedro, CA 90732",1525990.0
6797,4.0,2.0,1404.0,28372.5,"Sylmar, CA 91342",995000.0
6798,4.0,4.0,2213.0,5641.0,"Los Angeles, CA 90066",1950000.0
6799,2.0,2.0,1523.0,14841.000000000002,"Los Angeles, CA 90025",850000.0
6800,6.0,4.0,3003.0,5687.0,"Los Angeles, CA 90026",1950000.0
6801,17.0,15.0,9254.0,11349.0,"Los Angeles, CA 90029",4100000.0
6802,,,,7406.0,"Los Angeles, CA 90019",995000.0
6803,,,,13095.0,"Los Angeles, CA 90057",5600000.0
6804,3.0,2.0,1338.0,6399.0,"Los Angeles, CA 90061",650000.0
6805,3.0,2.5,2560.0,34920.0,"Sylmar, CA 91342",650000.0
6806,7.0,8.5,16773.0,57618.0,"Pacific Palisades, CA 90272",46500000.0
6807,4.0,2.0,2414.0,5928.0,"Los Angeles, CA 90059",659000.0
6808,2.0,1.0,1168.0,5447.0,"Los Angeles, CA 90037",495000.0
6809,3.0,3.0,1895.0,80752.5,"Northridge, CA 91324",749950.0
6810,2.0,2.0,1394.0,10476.0,"Los Angeles, CA 90013",864000.0
6811,3.0,2.0,1216.0,,"Los Angeles, CA 90026",750000.0
6812,3.0,2.5,1478.0,209956.49999999997,"Burbank, CA 91504",689000.0
6813,4.0,3.0,2150.0,5746.0,"Los Angeles, CA 90062",815990.0
6814,4.0,3.0,1631.0,338724.0,"Porter Ranch, CA 91326",599900.0
6815,8.0,4.0,2546.0,5202.0,"Los Angeles, CA 90044",975000.0
6816,2.0,1.5,1066.0,28372.5,"Los Angeles, CA 90019",595000.0
6817,3.0,1.5,1362.0,5415.0,"Los Angeles, CA 90047",749000.0
6818,1.0,1.0,480.0,99085.5,"Los Angeles, CA 90017",450000.0
6819,3.0,2.5,2356.0,,"Venice, CA 90291",1995000.0
6820,2.0,2.0,1429.0,4986.0,"Los Angeles, CA 90043",1060000.0
6821,4.0,3.0,1512.0,6100.0,"Los Angeles, CA 90032",860000.0
6822,4.0,5.0,3927.0,6079.0,"Sherman Oaks, CA 91403",2495000.0
6823,,,7330.0,6752.0,"Los Angeles, CA 90038",2850000.0
6824,5.0,9.5,8545.0,38412.0,"Los Angeles, CA 90027",11500000.0
6825,6.0,4.0,2331.0,4842.0,"Los Angeles, CA 90034",1750000.0
6826,7.0,8.0,6600.0,5670.0,"Venice, CA 90291",5499000.0
6827,2.0,3.0,1244.0,7370.0,"Los Angeles, CA 90049",824000.0
6828,2.0,1.0,671.0,12222.000000000002,"Sylmar, CA 91342",619000.0
6829,12.0,12.0,3268.0,7098.0,"Los Angeles, CA 90018",1750000.0
6830,4.0,3.0,1704.0,5030.0,"Los Angeles, CA 90016",1199000.0
6831,4.0,3.5,3929.0,8952.0,"Woodland Hills, CA 91364",1699000.0
6832,3.0,2.0,1736.0,6752.0,"Studio City, CA 91602",1143000.0
6833,16.0,12.0,6100.0,7002.0,"Los Angeles, CA 90044",2099000.0
6834,4.0,2.0,1389.0,8145.0,"Granada Hills, CA 91344",799900.0
6835,3.0,2.0,1446.0,6605.0,"Van Nuys, CA 91405",830000.0
6836,5.0,5.0,2035.0,5554.0,,1399000.0
6837,5.0,7.0,3241.0,2640.0,,2950000.0
6838,3.0,2.5,1953.0,4665.0,"Los Angeles, CA 90034",1736000.0
6839,16.0,16.0,13950.0,19642.5,"Los Angeles, CA 90006",3500000.0
6840,3.0,2.5,1349.0,,"Los Angeles, CA 90019",855000.0
6841,5.0,4.0,3789.0,6578.0,"Pacific Palisades, CA 90272",4595000.0
6842,24.0,23.0,15281.0,7501.0,"Canoga Park, CA 91303",5500000.0
6843,,,,13968.0,"Los Angeles, CA 90019",5850000.0
6844,17.0,10.0,7159.0,8542.0,"Los Angeles, CA 90034",2600000.0
6845,,,,31864.5,"Los Angeles, CA 90069",3990000.0
6846,,1.0,460.0,30991.5,"Los Angeles, CA 90013",426000.0
6847,6.0,2.0,2160.0,3000.0,,630000.0
6848,7.0,5.0,3294.0,5487.0,"Los Angeles, CA 90003",899000.0
6849,3.0,2.0,1272.0,151465.5,"San Pedro, CA 90732",529000.0
6850,3.0,2.0,1284.0,4478.0,"Sunland, CA 91040",599999.0
6851,3.0,3.5,,180274.5,"Beverly Hills, CA 90210",6700000.0
6852,,,1568.0,6711.0,"Panorama City, CA 91402",679900.0
6853,,,1568.0,6712.0,"Panorama City, CA 91402",679900.0
6854,,,1966.0,7500.0,"Van Nuys, CA 91401",760000.0
6855,3.0,2.0,1219.0,6617.0,"North Hollywood, CA 91601",775000.0
6856,3.0,2.0,1327.0,6761.0,"Winnetka, CA 91306",699900.0
6857,2.0,2.0,1436.0,,"Los Angeles, CA 90005",745000.0
6858,7.0,4.0,2224.0,6405.0,"Los Angeles, CA 90001",849900.0
6859,4.0,4.0,3552.0,108688.50000000001,"Los Angeles, CA 90049",4689000.0
6860,3.0,1.0,920.0,5401.0,"Wilmington, CA 90744",565000.0
6861,3.0,3.5,1840.0,39285.0,"Los Angeles, CA 90065",855000.0
6862,3.0,2.0,1208.0,8614.0,"Northridge, CA 91324",834900.0
6863,4.0,3.5,4658.0,5920.0,"Los Angeles, CA 90069",6795000.0
6864,2.0,2.5,1310.0,,"Los Angeles, CA 90048",1148888.0
6865,5.0,4.0,3400.0,14841.000000000002,"Northridge, CA 91326",1100000.0
6866,,,,34483.5,"Los Angeles, CA 90031",699000.0
6867,3.0,2.0,1476.0,6625.0,"Sherman Oaks, CA 91411",915000.0
6868,7.0,3.0,4128.0,7000.0,"Los Angeles, CA 90019",1300000.0
6869,5.0,3.0,2169.0,6145.0,"Winnetka, CA 91306",875000.0
6870,4.0,2.0,1248.0,4259.0,"Venice, CA 90291",1740000.0
6871,6.0,6.0,5939.0,10476.0,"Los Angeles, CA 90049",5599000.0
6872,3.0,2.0,1595.0,5032.0,"Los Angeles, CA 90016",1185000.0
6873,3.0,1.0,1178.0,4238.0,"Los Angeles, CA 90025",1295000.0
6874,2.0,2.0,1366.0,73332.0,"Venice, CA 90291",1595000.0
6875,4.0,2.0,1696.0,8838.0,"North Hills, CA 91343",900000.0
6876,3.0,3.0,1231.0,7730.0,"Arleta, CA 91331",750000.0
6877,5.0,4.5,3619.0,6750.0,"Los Angeles, CA 90027",2790000.0
6878,5.0,5.5,4710.0,28809.0,"Los Angeles, CA 90068",2495000.0
6879,3.0,3.5,1848.0,1503.0,"Sherman Oaks, CA 91403",1299999.0
6880,35.0,30.0,21654.0,8429.0,"Los Angeles, CA 90057",7995000.0
6881,4.0,4.0,2822.0,14841.000000000002,"Los Angeles, CA 90035",4200000.0
6882,8.0,8.0,4382.0,11349.0,"Los Angeles, CA 90039",2750000.0
6883,5.0,4.0,2442.0,6016.0,"Los Angeles, CA 90039",1599000.0
6884,4.0,3.0,2684.0,5423.0,"Sherman Oaks, CA 91423",1899000.0
6885,4.0,3.0,2010.0,9583.0,"Los Angeles, CA 90045",2299000.0
6886,5.0,6.0,5300.0,6499.0,"Los Angeles, CA 90046",4125000.0
6887,10.0,15.0,6035.0,5214.0,"Venice, CA 90291",3495000.0
6888,,,4149.0,7998.0,"Los Angeles, CA 90004",1449000.0
6889,9.0,4.0,2664.0,7444.0,"Lincoln Heights, CA 90031",699000.0
6890,,,,5381.0,"Los Angeles, CA 90065",22000.0
6891,2.0,2.0,960.0,2978.0,"Los Angeles, CA 90003",454900.0
6892,2.0,2.0,1118.0,2156.0,"Los Angeles, CA 90027",1075000.0
6893,,1.0,660.0,75078.0,"Los Angeles, CA 90015",430000.0
6894,4.0,4.5,3768.0,2648.0,"Venice, CA 90291",5650000.0
6895,3.0,2.5,1320.0,189877.49999999997,"Sylmar, CA 91342",515000.0
6896,2.0,1.5,1177.0,22261.5,"Mission Hills, CA 91345",399000.0
6897,3.0,2.0,1459.0,8969.0,"Los Angeles, CA 90047",698000.0
6898,6.0,3.0,2944.0,6656.0,"Los Angeles, CA 90063",749000.0
6899,4.0,3.0,1528.0,284598.0,"Granada Hills, CA 91344",599500.0
6900,5.0,3.0,1605.0,6900.0,"Reseda, CA 91335",690000.0
6901,4.0,2.0,1536.0,5175.0,"Los Angeles, CA 90037",735000.0
6902,3.0,2.5,1292.0,72895.5,"North Hills, CA 91343",500000.0
6903,6.0,4.0,3060.0,8395.0,,1199000.0
6904,3.0,2.0,1602.0,6599.0,"Arleta, CA 91331",770000.0
6905,3.0,2.0,1566.0,31864.5,"Sherman Oaks, CA 91423",695000.0
6906,3.0,3.0,2227.0,13531.5,"Los Angeles, CA 90025",1249000.0
6907,3.0,1.0,1594.0,7263.0,"Tarzana, CA 91335",750000.0
6908,1.0,1.0,720.0,4145.0,"Los Angeles, CA 90026",535000.0
6909,2.0,2.5,1980.0,22698.0,"Los Angeles, CA 90028",1595000.0
6910,4.0,2.0,3379.0,5197.0,"Venice, CA 90291",2175000.0
6911,5.0,5.5,4402.0,13095.0,"Los Angeles, CA 90049",3250000.0
6912,4.0,4.0,3668.0,6299.0,"Los Angeles, CA 90069",3549000.0
6913,3.0,1.0,1090.0,5672.0,"Venice, CA 90291",1800000.0
6914,4.0,4.0,2520.0,6700.0,"Los Angeles, CA 90066",1600000.0
6915,12.0,12.0,6702.0,3215.0,"Los Angeles, CA 90026",2199000.0
6916,3.0,2.0,1832.0,7799.0,"Northridge, CA 91343",779000.0
6917,3.0,3.5,3674.0,10912.5,"Los Angeles, CA 90049",4695000.0
6918,1.0,2.0,768.0,40158.0,"Los Angeles, CA 90035",595000.0
6919,3.0,2.0,1812.0,6010.0,"San Pedro, CA 90732",989000.0
6920,3.0,2.0,1242.0,6617.0,"North Hollywood, CA 91601",1100000.0
6921,1.0,2.0,1569.0,56308.5,"Los Angeles, CA 90048",3000000.0
6922,3.0,2.0,1240.0,6968.0,"Reseda, CA 91335",699950.0
6923,2.0,1.0,756.0,4407.0,"Los Angeles, CA 90042",849000.0
6924,3.0,2.0,1638.0,7200.0,"Woodland Hills, CA 91367",899000.0
6925,4.0,5.0,4300.0,31864.5,"Los Angeles, CA 90027",4995000.0
6926,3.0,2.0,1723.0,6072.0,"Los Angeles, CA 90025",1798000.0
6927,4.0,2.5,1629.0,5205.0,"Los Angeles, CA 90034",1649000.0
6928,12.0,12.0,6151.0,6755.0,"Los Angeles, CA 90025",3750000.0
6929,19.0,18.0,8468.0,7601.0,"Los Angeles, CA 90004",4199000.0
6930,,1.0,369.0,31428.0,"Sun Valley, CA 91352",199000.0
6931,2.0,1.0,921.0,26626.5,"Los Angeles, CA 90044",346000.0
6932,2.0,2.0,1876.0,,"San Pedro, CA 90732",249000.0
6933,2.0,1.0,976.0,4621.0,"Los Angeles, CA 90065",650000.0
6934,2.0,2.0,1056.0,5200.0,"Los Angeles, CA 90001",585000.0
6935,7.0,11.0,14371.0,57181.5,"Los Angeles, CA 90049",33500000.0
6936,1.0,1.0,476.0,17460.0,"Los Angeles, CA 90057",325000.0
6937,5.0,7.0,6771.0,83808.0,"Los Angeles, CA 90077",9999000.0
6938,2.0,3.0,1317.0,6739.0,"Sherman Oaks, CA 91403",595000.0
6939,2.0,1.0,1000.0,5000.0,"San Pedro, CA 90731",620000.0
6940,3.0,2.0,1060.0,6460.0,"Los Angeles, CA 90006",629000.0
6941,3.0,4.0,1920.0,33174.0,"Los Angeles, CA 90028",949000.0
6942,3.0,2.0,1477.0,7869.0,"Sylmar, CA 91342",669000.0
6943,5.0,2.0,2492.0,7588.0,"Pacoima, CA 91331",759000.0
6944,,,3326.0,7500.0,,1400000.0
6945,,7.0,2970.0,5130.0,"Wilmington, CA 90744",1150000.0
6946,6.0,4.0,2972.0,5420.0,"Los Angeles, CA 90046",2320000.0
6947,,,1648.0,8659.0,"Panorama City, CA 91402",779000.0
6948,4.0,2.0,1392.0,6751.0,"Van Nuys, CA 91405",777888.0
6949,2.0,1.0,1064.0,5101.0,"Los Angeles, CA 90016",928000.0
6950,2.0,2.0,1121.0,6560.0,"Los Angeles, CA 90025",843000.0
6951,2.0,2.0,1270.0,65475.0,"Los Angeles, CA 90015",890000.0
6952,2.0,2.5,1429.0,546934.5,"San Pedro, CA 90732",649500.0
6953,4.0,3.0,2592.0,9284.0,"Woodland Hills, CA 91367",1150000.0
6954,4.0,3.0,2100.0,8564.0,"Woodland Hills, CA 91367",1059000.0
6955,3.0,3.0,1363.0,5347.0,"San Pedro, CA 90732",899900.0
6956,3.0,2.0,2024.0,7500.0,"Northridge, CA 91325",850000.0
6957,3.0,3.0,2970.0,3602.0,"Venice, CA 90291",4450000.0
6958,3.0,2.5,2089.0,39285.0,"Los Angeles, CA 90010",1188000.0
6959,5.0,4.0,2139.0,6242.0,"Encino, CA 91316",1095000.0
6960,4.0,4.0,3217.0,8268.0,"Los Angeles, CA 90049",4635000.0
6961,2.0,2.5,3430.0,161941.5,"Los Angeles, CA 90067",4495000.0
6962,5.0,3.0,2616.0,10912.5,"Woodland Hills, CA 91367",1550000.0
6963,2.0,2.0,1067.0,,"Los Angeles, CA 90013",1310000.0
6964,3.0,2.0,1388.0,5397.0,"Highland Park, CA 90042",1248000.0
6965,3.0,2.5,1517.0,,"Los Angeles, CA 90019",957000.0
6966,4.0,4.0,1108.0,8494.0,"Los Angeles, CA 90033",969000.0
6967,7.0,7.0,4232.0,6307.0,"Los Angeles, CA 90019",2195000.0
6968,,,,3456.0,"Playa Del Rey, CA 90293",1100000.0
6969,,,,20079.0,"Culver City, CA 90230",7250000.0
6970,9.0,6.0,3952.0,5057.0,"Los Angeles, CA 90034",2350000.0
6971,2.0,2.0,1140.0,38412.0,"Marina del Rey, CA 90066",925000.0
6972,2.0,1.0,818.0,6791.0,"Tujunga, CA 91042",380000.0
6973,1.0,1.0,866.0,29245.5,"Sherman Oaks, CA 91411",425000.0
6974,2.0,2.0,862.0,2500.0,"Los Angeles, CA 90033",549000.0
6975,5.0,3.0,2168.0,6630.0,"Los Angeles, CA 90063",695000.0
6976,3.0,2.0,1136.0,5036.0,"Wilmington, CA 90744",550000.0
6977,3.0,2.0,1182.0,44523.0,"San Fernando, CA 91340",383000.0
6978,4.0,2.0,1300.0,4819.0,"Los Angeles, CA 90059",516000.0
6979,3.0,2.0,1281.0,197297.99999999997,"Reseda, CA 91335",495000.0
6980,4.0,3.0,1578.0,2701.0,"Venice, CA 90291",2495000.0
6981,4.0,2.5,1517.0,6206.0,,665000.0
6982,1.0,1.0,610.0,27499.5,"Los Angeles, CA 90013",435000.0
6983,5.0,2.0,1767.0,5325.0,"Los Angeles, CA 90011",625000.0
6984,6.0,6.5,3581.0,72022.5,"Los Angeles, CA 90049",19995000.0
6985,2.0,2.0,988.0,2596.0,"Los Angeles, CA 90077",1150000.0
6986,2.0,2.0,1188.0,,"Los Angeles, CA 90041",899000.0
6987,1.0,1.0,640.0,73768.5,"Los Angeles, CA 90020",405000.0
6988,4.0,4.0,2358.0,1812.0,"Los Angeles, CA 90035",1495000.0
6989,2.0,3.0,1341.0,9065.0,"Los Angeles, CA 90005",825000.0
6990,3.0,2.0,1084.0,5542.0,"Sun Valley, CA 91352",650000.0
6991,,,2208.0,4987.0,"Los Angeles, CA 90026",1500000.0
6992,3.0,2.0,1295.0,7613.0,"Mission Hills, CA 91345",750000.0
6993,4.0,3.0,1563.0,4760.0,"San Pedro, CA 90732",823995.0
6994,4.0,5.0,4041.0,30118.499999999996,"Los Angeles, CA 90049",2995000.0
6995,2.0,2.5,1460.0,24444.000000000004,"Los Angeles, CA 90010",999000.0
6996,,,,11349.0,"Los Angeles, CA 90023",3500.0
6997,3.0,2.0,2799.0,5998.0,"Los Angeles, CA 90008",1699000.0
6998,5.0,4.0,3500.0,6700.0,"Sherman Oaks, CA 91401",1850000.0
6999,4.0,3.5,2883.0,10912.5,"Tujunga, CA 91042",1359000.0
7000,1.0,1.0,1310.0,,"Los Angeles, CA 90013",875000.0
7001,,,,17460.0,"Los Angeles, CA 90077",545000.0
7002,5.0,5.5,5272.0,10476.0,"Porter Ranch, CA 91326",3749995.0
7003,6.0,4.0,3583.0,10476.0,"Los Angeles, CA 90019",2200000.0
7004,4.0,2.5,2631.0,6681.0,"Baldwin Hills, CA 90008",1325000.0
7005,3.0,2.5,2030.0,11349.0,"Woodland Hills, CA 91367",1499000.0
7006,4.0,2.0,1230.0,5737.0,"Los Angeles, CA 90047",819800.0
7007,3.0,3.0,1974.0,178092.0,"Los Angeles, CA 90067",1700000.0
7008,3.0,1.0,1760.0,53689.5,"Los Angeles, CA 90010",1250000.0
7009,4.0,3.5,2937.0,21825.0,"Encino, CA 91316",2195000.0
7010,5.0,5.5,4072.0,6747.0,"Encino, CA 91436",2695000.0
7011,3.0,3.0,1532.0,6878.0,"Los Angeles, CA 90025",949000.0
7012,,,,6500.0,,1795000.0
7013,47.0,39.0,28742.0,32737.5,"North Hills, CA 91343",9650000.0
7014,,,,10476.0,"Bel Air, CA 90077",59900.0
7015,2.0,2.0,1440.0,,"Canoga Park, CA 91304",159000.0
7016,2.0,1.0,573.0,3960.0,"Los Angeles, CA 90018",475000.0
7017,3.0,3.0,1700.0,12222.000000000002,"Studio City, CA 91604",789888.0
7018,4.0,2.0,1677.0,4214.0,"Los Angeles, CA 90007",779999.0
7019,2.0,2.0,877.0,44523.0,"San Fernando, CA 91340",300000.0
7020,2.0,2.0,1190.0,24007.500000000004,"Van Nuys, CA 91405",488000.0
7021,4.0,3.5,1679.0,5597.0,"Los Angeles, CA 90061",610000.0
7022,3.0,3.0,1155.0,4167.0,"Los Angeles, CA 90032",700000.0
7023,3.0,2.0,1296.0,4724.0,"Los Angeles, CA 90003",519999.0
7024,,,18000.0,64602.0,,1310000.0
7025,3.0,2.0,2267.0,6707.0,"Los Angeles, CA 90047",799999.0
7026,3.0,2.0,2558.0,20079.0,"Lomita, CA 90717",2950000.0
7027,3.0,2.0,1308.0,3884.0,"Los Angeles, CA 90044",574000.0
7028,2.0,2.0,1563.0,30554.999999999996,"Studio City, CA 91604",595000.0
7029,4.0,6.0,5444.0,7848.0,"West Hollywood, CA 90069",3999000.0
7030,8.0,4.0,3452.0,7497.0,"Los Angeles, CA 90034",1598900.0
7031,2.0,1.0,1534.0,3467.0,"Los Angeles, CA 90065",1350000.0
7032,4.0,3.0,1886.0,8371.0,"Los Angeles, CA 90032",749900.0
7033,3.0,2.0,1220.0,5751.0,"Los Angeles, CA 90029",950000.0
7034,,,,6171.0,"Los Angeles, CA 90042",469000.0
7035,4.0,3.5,2505.0,15277.499999999998,"Van Nuys, CA 91406",1225000.0
7036,3.0,3.0,2020.0,15714.0,"Los Angeles, CA 90006",939000.0
7037,2.0,2.0,867.0,74641.5,"Los Angeles, CA 90016",525000.0
7038,3.0,2.0,1630.0,6081.0,"Arleta, CA 91331",749500.0
7039,2.0,2.0,1571.0,18769.5,"Sherman Oaks, CA 91423",679990.0
7040,4.0,2.0,1875.0,7500.0,"Northridge, CA 91324",799000.0
7041,7.0,7.0,7337.0,17896.5,"Northridge, CA 91324",2399000.0
7042,4.0,2.0,2399.0,30118.499999999996,"Shadow Hills, CA 91040",1200000.0
7043,2.0,1.0,957.0,7549.0,"Sherman Oaks, CA 91423",750000.0
7044,8.0,5.0,3180.0,10912.5,,1140000.0
7045,4.0,1.0,1358.0,5555.0,"North Hollywood, CA 91601",849000.0
7046,4.0,3.0,3726.0,13095.0,"Porter Ranch, CA 91326",1899000.0
7047,2.0,2.0,1057.0,35793.0,"Los Angeles, CA 90025",749000.0
7048,4.0,2.0,1872.0,230035.49999999997,"Shadow Hills, CA 91040",2100000.0
7049,4.0,4.0,2700.0,19642.5,"Studio City, CA 91604",2389000.0
7050,2.0,2.0,1610.0,39721.5,"Marina del Rey, CA 90292",1175000.0
7051,1.0,1.5,1129.0,26626.5,"Los Angeles, CA 90024",1595000.0
7052,50.0,28.0,21588.0,33610.5,"Valley Village, CA 91607",8150000.0
7053,,,,14404.5,"North Hollywood, CA 91601",3750000.0
7054,,,,8999.0,"Los Angeles, CA 90029",1949999.0
7055,4.0,4.5,3614.0,2640.0,"Venice, CA 90291",2895000.0
7056,1.0,1.0,660.0,27499.5,"Los Angeles, CA 90013",415000.0
7057,2.0,2.0,1122.0,23134.5,"Van Nuys, CA 91406",440000.0
7058,7.0,7.5,9864.0,18769.5,"Encino, CA 91436",7900000.0
7059,,,,2586.0,"Bel Air, CA 90077",18500.0
7060,,,,2586.0,"Bel Air, CA 90077",18500.0
7061,4.0,5.5,5182.0,9509.0,"Los Angeles, CA 90069",9495000.0
7062,4.0,2.0,1230.0,1799.0,"Los Angeles, CA 90033",582500.0
7063,2.0,1.5,896.0,16150.5,"Northridge, CA 91343",390000.0
7064,2.0,1.0,1532.0,7000.0,"Los Angeles, CA 90037",698000.0
7065,4.0,4.0,2084.0,6299.0,"Los Angeles, CA 90061",689000.0
7066,2.0,2.0,1355.0,47142.0,"Los Angeles, CA 90057",625000.0
7067,9.0,6.0,4470.0,7610.0,"Silver Lakes, CA 90004",1650000.0
7068,5.0,3.0,1566.0,6259.0,"San Fernando, CA 91340",600000.0
7069,3.0,3.0,1824.0,5802.0,"Los Angeles, CA 90016",1120000.0
7070,3.0,2.0,2088.0,7004.0,"Los Angeles, CA 90019",959000.0
7071,7.0,6.0,5504.0,10912.5,"Los Angeles, CA 90044",1649000.0
7072,,1.0,531.0,99085.5,"Los Angeles, CA 90017",450000.0
7073,,,,6738.0,"Los Angeles, CA 90063",249000.0
7074,4.0,2.0,1178.0,6527.0,"Los Angeles, CA 90031",899999.0
7075,2.0,2.0,1283.0,,"Los Angeles, CA 90005",699000.0
7076,3.0,2.0,1965.0,21388.5,"Granada Hills, CA 91344",875000.0
7077,3.0,3.0,1317.0,6059.0,"Sylmar, CA 91342",650000.0
7078,7.0,10.0,11059.0,30554.999999999996,"Los Angeles, CA 90005",12995000.0
7079,4.0,3.0,2690.0,5458.0,"Porter Ranch, CA 91326",1150000.0
7080,2.0,2.0,986.0,53253.0,"Playa Vista, CA 90094",829000.0
7081,5.0,5.5,3615.0,7305.0,"Pacific Palisades, CA 90272",4295000.0
7082,2.0,2.0,1463.0,6438.0,"Studio City, CA 91604",1250000.0
7083,,,,7156.0,"Los Angeles, CA 90042",469000.0
7084,2.0,2.0,1368.0,6534.0,"Los Angeles, CA 90028",1425000.0
7085,12.0,12.0,8364.0,7501.0,"Los Angeles, CA 90005",3700000.0
7086,3.0,2.0,1523.0,7006.0,"North Hollywood, CA 91601",999000.0
7087,9.0,5.0,3640.0,7114.0,"Los Angeles, CA 90032",998000.0
7088,3.0,3.0,3422.0,9144.0,"Los Angeles, CA 90068",1990000.0
7089,4.0,2.0,2425.0,6551.0,,2200000.0
7090,4.0,2.0,1632.0,10912.5,"Tujunga, CA 91042",1000000.0
7091,3.0,2.0,1006.0,13531.5,"Los Angeles, CA 90034",712000.0
7092,3.0,3.5,3334.0,2642.0,"Venice, CA 90291",3750000.0
7093,3.0,2.0,1733.0,7496.0,"Woodland Hills, CA 91367",999999.0
7094,5.0,4.5,3172.0,8795.0,"Los Angeles, CA 90049",3195000.0
7095,13.0,10.0,7484.0,10912.5,"Valley Village, CA 91607",2975000.0
7096,4.0,2.5,2045.0,5272.0,"Los Angeles, CA 90032",965000.0
7097,20.0,20.0,8490.0,6506.0,"Los Angeles, CA 90062",2400000.0
7098,2.0,2.0,,3511.0,"Los Angeles, CA 90008",599900.0
7099,2.0,2.0,1193.0,66348.0,"Van Nuys, CA 91411",440000.0
7100,11.0,5.0,3198.0,6247.0,"Los Angeles, CA 90011",899000.0
7101,7.0,12.0,11388.0,47142.0,"Los Angeles, CA 90049",10850000.0
7102,1.0,1.0,762.0,106506.0,"Los Angeles, CA 90012",519000.0
7103,3.0,2.0,1583.0,7954.0,"Panorama City, CA 91402",725000.0
7104,2.0,2.0,1480.0,20079.0,"Los Angeles, CA 90046",749000.0
7105,4.0,2.0,1610.0,6002.0,"Reseda, CA 91335",590000.0
7106,,,,9866.0,"Encino, CA 91316",199000.0
7107,1.0,1.5,980.0,99085.5,"Los Angeles, CA 90017",940000.0
7108,6.0,4.0,2337.0,6027.0,"Lincoln Heights, CA 90031",969000.0
7109,3.0,2.0,,2277.0,"Beverly Hills, CA 90210",1499000.0
7110,5.0,5.0,3426.0,17460.0,"Northridge, CA 91324",1190000.0
7111,,1.0,731.0,4024.0,"Highland Park, CA 90042",689950.0
7112,7.0,41.0,21992.0,7762.0,"Los Angeles, CA 90057",10495000.0
7113,10.0,4.0,3102.0,5210.0,"Los Angeles, CA 90003",920000.0
7114,,,,4743.0,"Los Angeles, CA 90063",219000.0
7115,6.0,7.5,11500.0,47578.5,"Beverly Hills, CA 90210",16995000.0
7116,1.0,1.0,720.0,64165.5,"Los Angeles, CA 90010",499000.0
7117,3.0,2.5,1462.0,26626.5,"Northridge, CA 91324",695000.0
7118,5.0,4.0,2396.0,5399.0,"Los Angeles, CA 90065",895000.0
7119,3.0,3.0,2674.0,11785.5,"Beverly Hills, CA 90210",1850000.0
7120,3.0,2.0,1607.0,7522.0,"Sherman Oaks, CA 91423",1049000.0
7121,3.0,2.0,1211.0,128331.0,"Reseda, CA 91335",545000.0
7122,3.0,1.5,1756.0,6123.0,"Los Angeles, CA 90035",1495000.0
7123,4.0,5.5,5920.0,9627.0,"Los Angeles, CA 90046",9995000.0
7124,5.0,2.0,1806.0,7812.0,"Los Angeles, CA 90037",1225000.0
7125,22.0,20.0,5443.0,6238.0,"Los Angeles, CA 90007",2225000.0
7126,3.0,3.0,4300.0,5245.0,"Venice, CA 90291",7895000.0
7127,4.0,3.0,1792.0,4857.0,"Venice, CA 90291",1925000.0
7128,3.0,3.5,3338.0,19642.5,"Encino, CA 91316",2499000.0
7129,2.0,2.0,1320.0,5998.0,"Pacific Palisades, CA 90272",1995000.0
7130,7.0,8.5,9475.0,19206.0,"Encino, CA 91436",8995000.0
7131,4.0,3.0,3297.0,9448.0,"Los Angeles, CA 90036",3950000.0
7132,3.0,2.0,2682.0,7004.0,"Los Angeles, CA 90045",1579000.0
7133,4.0,3.0,2721.0,6752.0,"Los Angeles, CA 90039",1690000.0
7134,8.0,8.0,4034.0,7453.0,"Los Angeles, CA 90033",1600000.0
7135,5.0,7.0,7150.0,20952.0,"Encino, CA 91436",4950000.0
7136,3.0,2.5,1546.0,13095.0,"Los Angeles, CA 90025",1100000.0
7137,5.0,4.0,2736.0,16150.5,"Los Angeles, CA 90068",2975000.0
7138,,,,109125.0,"Sherman Oaks, CA 91423",7990000.0
7139,3.0,3.5,3238.0,37975.5,"Los Angeles, CA 90024",4995000.0
7140,2.0,1.0,988.0,4001.0,"Los Angeles, CA 90011",370000.0
7141,1.0,,800.0,2138.0,"Los Angeles, CA 90059",350000.0
7142,4.0,1.0,1019.0,4000.0,"Los Angeles, CA 90011",395000.0
7143,3.0,3.0,1220.0,17896.5,"Van Nuys, CA 91405",550000.0
7144,3.0,2.0,1721.0,6769.0,"Los Angeles, CA 90047",775000.0
7145,3.0,2.0,1205.0,6199.0,"Los Angeles, CA 90032",668000.0
7146,3.0,2.0,1558.0,5601.0,"Los Angeles, CA 90019",820000.0
7147,1.0,1.0,358.0,223051.5,"Woodland Hills, CA 91367",298000.0
7148,3.0,2.0,1372.0,8640.0,"West Hills, CA 91307",760000.0
7149,2.0,2.0,1137.0,66348.0,"Van Nuys, CA 91411",439900.0
7150,1.0,1.0,960.0,71586.0,"Los Angeles, CA 90017",529900.0
7151,7.0,11.0,,50634.0,"Los Angeles, CA 90077",87777777.0
7152,2.0,2.0,1072.0,20515.5,"Los Angeles, CA 90004",675000.0
